# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 6.167196521414049,2.133362944000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.1981686814140495,2.139557376000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.229229161414048,2.1457694720000005,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.26038180141405,2.152000000000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.29163044141405,2.158249728000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.32297892141405,2.1645194240000007,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.3544310814140506,2.170809856000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.38599076141405,2.1771217920000008,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.4176618014140505,2.183456000000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.4494480414140485,2.1898132480000005,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.481353321414048,2.1961943040000005,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.513381481414049,2.202599936000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.545536361414051,2.209030912000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.577821801414048,2.2154880000000006,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.6102416414140475,2.2219719680000005,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.64279972141405,2.228483584000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.67549988141405,2.2350236160000008,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.708345961414049,2.2415928320000007,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.74134180141405,2.248192000000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.77449124141405,2.254821888000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.807798121414051,2.261483264000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.84126628141405,2.268176896000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.8748995614140505,2.274903552000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.90870180141405,2.281664000000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.942676841414048,2.2884590080000007,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 6.976828521414049,2.295289344000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.011160681414048,2.3021557760000007,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.04567716141405,2.309059072000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.080381801414048,2.3160000000000007,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.11527844141405,2.322979328000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.150370921414051,2.329997824000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.185663081414049,2.3370562560000008,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.221158761414051,2.344155392000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.2568618014140505,2.351296000000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.292776041414049,2.3584788480000007,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.32890532141405,2.365704704000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.365253481414049,2.372974336000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.401824361414048,2.380288512000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.438621801414051,2.3876480000000013,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.47564964141405,2.395053568000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.512911721414049,2.402505984000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.550411881414048,2.410006016000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.588153961414049,2.417554432000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.6261418014140485,2.425152000000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.66437924141405,2.4327994880000015,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.702870121414049,2.4404976640000013,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.741618281414048,2.4482472960000012,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.7806275614140485,2.456049152000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.819901801414049,2.463904000000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.859444841414049,2.4718126080000014,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.899260521414049,2.4797757440000012,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.939352681414049,2.4877941760000013,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 7.9797251614140485,2.495868672000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
